Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Notes
2024,California,San Mateo,Surgical Site Infections (SSI),Hip prosthesis,220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",23,0,0.14,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Knee prosthesis,220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",14,0,0.03,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Laminectomy,220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",10,0,0.04,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Open reduction of fracture,220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",7,0,0.03,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Pacemaker surgery,220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",8,0,0.01,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Rectal surgery,220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Small bowel surgery,220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",10,0,0.17,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Spinal fusion,220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",33,1,0.33,3.03,0.08,16.88,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),Thoracic surgery,220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",13,0,0.03,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000029,UCSF Health Saint Francis Hospital,Acute Care Hospital,"Community, 125-250 Beds",284,4,2.07,1.93,0.61,4.66,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000029,UCSF Health Saint Francis Hospital,Acute Care Hospital,"Community, 125-250 Beds",33,1,0.11,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",220000029,UCSF Health Saint Francis Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Colon surgery,220000029,UCSF Health Saint Francis Hospital,Acute Care Hospital,"Community, 125-250 Beds",21,0,0.62,0,0,5.94,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000029,UCSF Health Saint Francis Hospital,Acute Care Hospital,"Community, 125-250 Beds",32,0,0.17,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Gallbladder surgery,220000029,UCSF Health Saint Francis Hospital,Acute Care Hospital,"Community, 125-250 Beds",23,0,0.07,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Gastric surgery,220000029,UCSF Health Saint Francis Hospital,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.05,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Hip prosthesis,220000029,UCSF Health Saint Francis Hospital,Acute Care Hospital,"Community, 125-250 Beds",35,2,0.22,9.17,1.11,33.14,Worse,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, abdominal",220000029,UCSF Health Saint Francis Hospital,Acute Care Hospital,"Community, 125-250 Beds",9,0,0.06,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Knee prosthesis,220000029,UCSF Health Saint Francis Hospital,Acute Care Hospital,"Community, 125-250 Beds",45,0,0.17,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Laminectomy,220000029,UCSF Health Saint Francis Hospital,Acute Care Hospital,"Community, 125-250 Beds",17,0,0.05,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Open reduction of fracture,220000029,UCSF Health Saint Francis Hospital,Acute Care Hospital,"Community, 125-250 Beds",20,0,0.12,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Ovarian surgery,220000029,UCSF Health Saint Francis Hospital,Acute Care Hospital,"Community, 125-250 Beds",15,0,0.02,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Rectal surgery,220000029,UCSF Health Saint Francis Hospital,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.15,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Small bowel surgery,220000029,UCSF Health Saint Francis Hospital,Acute Care Hospital,"Community, 125-250 Beds",12,1,0.23,4.44,0.11,24.76,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Spinal fusion,220000029,UCSF Health Saint Francis Hospital,Acute Care Hospital,"Community, 125-250 Beds",11,0,0.04,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Thoracic surgery,220000029,UCSF Health Saint Francis Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",729,5,3.95,1.27,0.46,2.81,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",25,0,0.07,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.02,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Cardiac surgery,220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Colon surgery,220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",16,1,0.41,2.44,0.06,13.59,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",39,0,0.23,0,0,16.11,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Gallbladder surgery,220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",42,0,0.24,0,0,15.18,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Gastric surgery,220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.06,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Hip prosthesis,220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",135,0,0.64,0,0,5.76,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, abdominal",220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",14,0,0.09,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Knee prosthesis,220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",166,3,0.65,4.59,0.95,13.43,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Laminectomy,220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",97,0,0.29,0,0,12.81,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Open reduction of fracture,220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",33,0,0.2,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Ovarian surgery,220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",13,0,0.01,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Pacemaker surgery,220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",44,0,0.06,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Rectal surgery,220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.04,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Small bowel surgery,220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",15,0,0.29,0,0,12.72,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Spinal fusion,220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",72,1,0.62,1.61,0.04,8.96,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Spleen surgery,220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Thoracic surgery,220000030,UCSF Health St. Mary's Hospital,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.02,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,7,0,0.05,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,6587,43,74.53,0.58,0.42,0.77,Better,
2024,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,111,0,0.75,0,0,4.93,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,208,6,10.55,0.57,0.23,1.18,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Cardiac surgery,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,280,1,1.07,0.94,0.05,4.61,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Cesarean section,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Colon surgery,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,169,3,6.42,0.47,0.12,1.27,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,94,1,0.77,1.3,0.03,7.22,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,12,0,0.09,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,706,6,4.41,1.36,0.55,2.83,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Gallbladder surgery,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,227,1,2.32,0.43,0.02,2.13,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Gastric surgery,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,235,0,2.22,0,0,1.35,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Heart transplant,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,73,0,1.83,0,0,1.64,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Hip prosthesis,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,37,0,0.48,0,0,7.64,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, abdominal",220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,7,0,0.13,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Kidney surgery,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,240,2,0.79,2.53,0.31,9.12,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Kidney transplant,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,371,1,2.42,0.41,0.02,2.04,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Knee prosthesis,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,7,0,0.08,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Laminectomy,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,1179,0,4.69,0,0,0.64,Better,
2024,California,San Francisco,Surgical Site Infections (SSI),Liver transplant,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,184,4,9.07,0.44,0.14,1.06,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Open reduction of fracture,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,17,0,0.15,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Ovarian surgery,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,26,0,0.03,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Pacemaker surgery,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,47,1,0.12,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Rectal surgery,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,24,0,0.57,0,0,6.43,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Small bowel surgery,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,265,4,5.44,0.74,0.23,1.77,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Spinal fusion,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,1537,12,16.81,0.71,0.39,1.21,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Spleen surgery,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,37,0,0.17,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Thoracic surgery,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,485,1,3.07,0.33,0.02,1.61,Same,
2024,California,Lassen,Surgical Site Infections (SSI),All procedures,230000008,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,136,0,0.42,0,0,8.8,Same,¥ See Data Dictionary
2024,California,Lassen,Surgical Site Infections (SSI),Appendix surgery,230000008,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,16,0,0.06,,,,,
2024,California,Lassen,Surgical Site Infections (SSI),Cesarean section,230000008,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,59,0,0.07,,,,,
2024,California,Lassen,Surgical Site Infections (SSI),Colon surgery,230000008,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,7,0,0.11,,,,,
2024,California,Lassen,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),230000008,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,10,0,0.03,,,,,
2024,California,Lassen,Surgical Site Infections (SSI),Gallbladder surgery,230000008,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,15,0,0.02,,,,,
2024,California,Lassen,Surgical Site Infections (SSI),Gastric surgery,230000008,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,2,0,0.01,,,,,
2024,California,Lassen,Surgical Site Infections (SSI),Hip prosthesis,230000008,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,7,0,0.04,,,,,
2024,California,Lassen,Surgical Site Infections (SSI),"Hysterectomy, abdominal",230000008,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,1,0,0.01,,,,,
2024,California,Lassen,Surgical Site Infections (SSI),Knee prosthesis,230000008,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,10,0,0.02,,,,,
2024,California,Lassen,Surgical Site Infections (SSI),Open reduction of fracture,230000008,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,5,0,0.03,,,,,
2024,California,Lassen,Surgical Site Infections (SSI),Ovarian surgery,230000008,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,1,0,0,,,,,
2024,California,Lassen,Surgical Site Infections (SSI),Rectal surgery,230000008,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,1,0,0.03,,,,,
2024,California,Lassen,Surgical Site Infections (SSI),Thoracic surgery,230000008,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,2,0,0,,,,,
2024,California,Shasta,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,230000010,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",1,0,0.01,,,,,
